0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
384.555,257.137,0.80293,257.168,323.76,0.550464,153.302,359.022,0.40372,190.519,680.377,0.598391,0.0,0.0,0.0,370.776,282.609,0.495626,378.6,415.909,0.740815,460.847,498.161,0.730416,306.085,619.57,0.335475,257.137,664.609,0.285529,394.272,715.622,0.055447,0.0,0.0,0.0,353.116,578.452,0.383713,633.212,695.937,0.604031,0.0,0.0,0.0,349.2,229.707,0.812033,402.097,212.063,0.862243,239.485,212.045,0.807235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392.334,274.758,0.788229,268.915,335.537,0.470567,167.013,372.758,0.37403,210.11,699.961,0.372836,0.0,0.0,0.0,382.463,292.395,0.501332,380.566,415.907,0.768275,460.948,507.879,0.775696,304.132,617.645,0.285635,259.124,664.654,0.241922,392.341,715.628,0.118215,0.0,0.0,0.0,351.169,580.409,0.330286,631.33,695.97,0.552895,0.0,0.0,0.0,353.16,243.502,0.857307,411.93,227.774,0.842618,245.391,221.869,0.787494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400.141,292.401,0.825024,274.758,343.365,0.457818,184.673,382.493,0.349324,219.916,715.599,0.288902,0.0,0.0,0.0,382.481,306.084,0.405674,382.435,417.813,0.752323,460.963,509.855,0.773821,306.112,619.597,0.277215,264.976,662.689,0.227737,398.17,715.627,0.0899037,0.0,0.0,0.0,353.128,584.3,0.309799,633.23,697.893,0.601839,0.0,0.0,0.0,364.883,259.156,0.842759,421.729,245.372,0.794955,259.036,231.693,0.81192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413.91,304.111,0.843011,278.685,355.08,0.424276,196.445,390.374,0.334069,225.764,672.482,0.123474,0.0,0.0,0.0,355.13,317.893,0.316053,382.53,419.727,0.738622,464.792,517.68,0.739268,302.224,621.556,0.219146,253.239,670.524,0.171371,404.084,715.624,0.0562121,0.0,0.0,0.0,351.207,584.339,0.288086,631.335,697.925,0.612513,0.0,0.0,0.0,370.828,274.742,0.843998,433.441,259.106,0.864578,270.797,243.422,0.807174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427.625,319.886,0.814212,274.818,359.003,0.43103,208.176,388.408,0.334652,241.499,697.946,0.116512,0.0,0.0,0.0,351.175,323.781,0.322547,380.509,415.82,0.636046,466.765,519.678,0.736586,304.165,627.424,0.217172,229.739,674.429,0.155939,398.204,715.626,0.101895,0.0,0.0,0.0,353.174,590.223,0.289254,631.374,697.938,0.592841,0.0,0.0,0.0,384.53,288.499,0.854824,447.114,272.866,0.872131,284.536,257.152,0.784724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439.333,329.624,0.76021,288.506,368.79,0.415412,221.888,398.227,0.329619,253.214,695.984,0.0890483,0.0,0.0,0.0,362.947,337.463,0.311811,386.432,423.652,0.629514,472.624,525.532,0.738943,278.703,643.103,0.219055,227.798,666.592,0.190005,408.002,715.621,0.0653073,0.0,0.0,0.0,343.357,598.027,0.223066,631.276,697.865,0.61262,0.0,0.0,0.0,400.096,300.249,0.813426,460.858,286.518,0.851373,292.46,266.945,0.773386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447.147,349.163,0.826075,288.497,382.495,0.336312,227.781,411.93,0.266412,257.191,650.921,0.0609747,0.0,0.0,0.0,349.227,355.085,0.264859,394.284,435.424,0.270203,0.0,0.0,0.0,282.616,645.028,0.258869,241.454,664.672,0.187537,411.909,715.625,0.054828,0.0,0.0,0.0,339.421,603.894,0.252735,625.449,695.966,0.554295,0.0,0.0,0.0,413.847,310.067,0.818497,472.648,302.156,0.792175,306.107,276.738,0.820808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460.925,357.074,0.814888,298.279,382.534,0.312087,241.455,415.844,0.252176,0.0,0.0,0.0,0.0,0.0,0.0,353.155,349.216,0.238561,396.243,433.452,0.368838,476.634,533.355,0.695727,274.801,656.808,0.156666,241.495,668.554,0.0817063,0.0,0.0,0.0,0.0,0.0,0.0,337.477,619.573,0.142601,621.535,695.982,0.498931,0.0,0.0,0.0,427.587,321.845,0.850507,486.365,310.041,0.789302,319.844,290.409,0.845538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.469,368.777,0.819716,312.0,390.352,0.289458,245.399,413.875,0.190551,0.0,0.0,0.0,0.0,0.0,0.0,366.879,364.876,0.247164,400.157,439.342,0.389257,478.536,537.268,0.646364,251.278,662.686,0.149486,194.418,688.149,0.182132,0.0,0.0,0.0,0.0,0.0,0.0,321.796,645.034,0.122262,0.0,0.0,0.0,0.0,0.0,0.0,435.45,335.599,0.843439,494.31,321.847,0.857259,331.614,300.204,0.758672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482.45,382.474,0.790719,315.936,390.365,0.277868,259.12,427.601,0.188983,310.073,715.629,0.0617836,0.0,0.0,0.0,368.827,359.039,0.2134,402.169,441.298,0.467332,480.528,541.171,0.730851,243.422,670.509,0.111279,194.452,695.99,0.142907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.262,345.313,0.811646,507.884,335.565,0.83839,339.484,308.083,0.786313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
