0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
737.139,425.661,0.843337,772.386,462.866,0.799404,715.606,441.314,0.730417,680.295,464.839,0.484977,656.778,480.458,0.551615,821.312,488.313,0.717998,833.149,564.711,0.60583,772.349,572.552,0.255772,684.286,572.601,0.658297,658.742,555.001,0.626926,535.298,633.33,0.675061,551.011,668.533,0.275956,713.685,590.213,0.594164,609.782,697.897,0.405401,584.316,715.621,0.149533,737.148,404.056,0.833418,760.568,417.767,0.942229,0.0,0.0,0.0,815.52,439.326,0.813104,492.208,674.462,0.262549,494.113,680.281,0.252744,0.0,0.0,0.0,492.287,674.437,0.359397,494.249,672.461,0.34064,558.835,684.222,0.200985
737.122,425.617,0.837616,772.347,462.833,0.801195,715.598,441.262,0.721407,678.351,464.873,0.474493,654.836,482.456,0.481424,819.416,486.385,0.704925,836.965,556.964,0.632025,774.328,572.611,0.380583,688.162,572.546,0.651207,662.63,554.931,0.640154,598.036,590.255,0.156135,0.0,0.0,0.0,715.617,590.197,0.584445,601.992,715.583,0.367305,0.0,0.0,0.0,737.154,402.169,0.840273,760.568,417.757,0.934895,0.0,0.0,0.0,815.467,437.423,0.80729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737.148,425.633,0.836161,772.326,462.845,0.789532,713.727,443.252,0.746704,680.327,503.978,0.298662,643.091,541.193,0.328977,819.412,484.434,0.702587,835.072,556.935,0.662026,758.678,568.664,0.318253,690.104,572.572,0.639291,662.653,556.824,0.626233,598.02,592.162,0.209037,0.0,0.0,0.0,717.533,590.2,0.582274,633.255,670.524,0.33922,586.274,715.627,0.208685,739.088,402.12,0.856771,760.612,415.945,0.9306,0.0,0.0,0.0,817.408,439.319,0.81317,580.415,715.641,0.0670581,584.294,715.664,0.0684993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737.156,425.616,0.834816,770.441,462.83,0.792031,713.707,443.216,0.750287,680.268,466.779,0.263028,654.837,480.53,0.320385,819.368,484.416,0.705884,836.982,556.844,0.626067,772.379,570.668,0.370009,686.236,572.585,0.649371,660.704,556.827,0.624122,597.984,590.242,0.211185,0.0,0.0,0.0,715.587,590.171,0.600528,631.315,674.432,0.322734,586.333,715.63,0.182702,739.077,402.119,0.850166,760.617,415.933,0.928886,0.0,0.0,0.0,815.527,437.387,0.810545,582.345,715.64,0.0574348,584.31,715.663,0.0594657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737.162,423.69,0.828795,770.424,462.787,0.795973,713.701,439.364,0.74998,682.231,460.959,0.503123,656.776,478.562,0.615685,817.465,482.489,0.700833,837.089,552.966,0.652887,772.424,570.616,0.539972,688.183,572.571,0.645862,660.724,554.991,0.620061,594.123,596.087,0.141175,0.0,0.0,0.0,715.643,590.175,0.597526,633.337,666.608,0.384092,586.257,715.619,0.215518,739.079,402.084,0.862644,760.643,415.897,0.930483,0.0,0.0,0.0,817.421,437.383,0.817533,488.281,676.398,0.129369,492.293,682.225,0.134588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737.152,423.647,0.830017,770.445,460.934,0.798268,715.615,435.476,0.726652,682.25,460.931,0.615939,654.84,478.607,0.653178,817.445,482.443,0.70514,837.072,551.014,0.657274,774.411,572.487,0.588924,690.119,572.537,0.653743,662.662,554.944,0.633281,598.031,590.166,0.396637,539.25,664.701,0.61276,717.528,588.325,0.600092,635.267,664.655,0.418358,586.245,715.621,0.217399,739.082,400.262,0.861079,760.646,415.877,0.933818,0.0,0.0,0.0,815.53,437.381,0.812421,582.322,715.648,0.0528847,582.351,715.666,0.0579228,0.0,0.0,0.0,492.166,676.366,0.638376,492.175,668.578,0.643147,543.177,688.127,0.373087
737.131,423.659,0.827164,768.494,460.963,0.771269,713.687,441.265,0.735331,680.316,464.792,0.292992,654.868,480.455,0.413516,815.513,482.422,0.698923,837.024,551.043,0.652792,774.305,570.605,0.613187,686.217,572.561,0.633535,658.733,556.825,0.60056,588.223,601.981,0.100016,0.0,0.0,0.0,715.596,588.313,0.59205,633.32,668.592,0.316017,586.277,715.626,0.180647,739.077,400.235,0.877225,760.638,415.858,0.94268,0.0,0.0,0.0,815.495,437.362,0.813789,486.327,678.336,0.125133,492.228,682.265,0.142924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737.102,423.641,0.828952,768.5,460.924,0.772121,713.71,439.307,0.738131,680.306,462.818,0.46666,654.849,478.609,0.573927,815.522,480.54,0.707488,836.969,552.988,0.645294,774.327,570.62,0.518183,684.227,572.597,0.644168,652.917,556.89,0.60969,537.306,635.28,0.546495,541.261,668.556,0.417234,713.66,590.169,0.602387,600.019,715.589,0.408767,0.0,0.0,0.0,739.06,400.227,0.874829,760.633,415.839,0.955569,0.0,0.0,0.0,815.472,437.369,0.818517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.297,672.495,0.513052,492.229,668.609,0.502516,552.999,682.262,0.307148
737.103,423.655,0.825778,770.422,460.962,0.766392,713.705,439.34,0.720823,678.354,462.885,0.389602,654.855,480.479,0.503827,817.458,482.477,0.69229,835.117,554.935,0.650539,768.473,570.552,0.403629,686.194,572.529,0.641178,658.757,554.962,0.612102,596.087,590.207,0.283052,0.0,0.0,0.0,715.564,588.284,0.602582,631.313,674.437,0.282753,0.0,0.0,0.0,739.05,400.239,0.860647,760.623,415.846,0.946515,0.0,0.0,0.0,815.51,437.39,0.813068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735.204,421.732,0.824296,770.43,460.952,0.77488,715.554,439.306,0.71051,680.319,460.947,0.554501,654.893,478.552,0.661238,817.483,482.471,0.69349,835.09,554.978,0.629968,766.517,570.513,0.38168,684.213,572.558,0.642299,652.927,556.845,0.605157,584.277,605.886,0.0821018,0.0,0.0,0.0,713.631,588.299,0.608036,625.44,680.294,0.317881,586.283,715.627,0.145565,739.065,400.221,0.86505,760.605,415.822,0.956528,0.0,0.0,0.0,815.521,437.399,0.810886,486.389,678.32,0.146951,492.22,682.236,0.159933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
